"Time for force,s"	" Force, N"	Counter	"Time for revolutions, s"	 Counter 2	"Spin rate, revolutions/second"			Torque				
8.781	-1.093758							-0.014218854				
8.782	-1.080687							-0.014048931				
8.783	-1.034937							-0.013454181				
8.784	-1.008794							-0.013114322				
8.785	-1.012062							-0.013156806				
8.786	-1.018598							-0.013241774				
8.787	-1.018598							-0.013241774				
8.788	-1.028401							-0.013369213				
8.789	-1.04474							-0.01358162				
8.79	-1.077419							-0.014006447				
8.791	-1.093758							-0.014218854				
8.792	-1.126436							-0.014643668				
8.793	-1.132972							-0.014728636				
8.794	-1.139508							-0.014813604				
8.795	-1.139508							-0.014813604				
8.796	-1.159115							-0.015068495				
8.797	-1.247346							-0.016215498				
8.798	-1.28656							-0.01672528				
8.799	-1.312703							-0.017065139				
8.8	-1.364988							-0.017744844				
8.801	-1.371524							-0.017829812				
8.802	-1.342113							-0.017447469				
8.803	-1.355185							-0.017617405				
8.804	-1.335578							-0.017362514				
8.805	-1.33231							-0.01732003				
8.806	-1.299631							-0.016895203				
8.807	-1.231007							-0.016003091				
8.808	-1.201596							-0.015620748				
8.809	-1.13624							-0.01477112				
8.81	-1.074151							-0.013963963				
8.811	-1.051276							-0.013666588				
8.812	-1.048008							-0.013624104				
8.813	-1.054544							-0.013709072				
8.814	-1.04474							-0.01358162				
8.815	-1.038205							-0.013496665				
8.816	-1.051276							-0.013666588				
8.817	-1.057812							-0.013751556				
8.818	-1.067615							-0.013878995				
8.819	-1.103561							-0.014346293				
8.82	-1.123168							-0.014601184				
8.821	-1.126436							-0.014643668				
8.822	-1.146043							-0.014898559				
8.823	-1.208132							-0.015705716				
8.824	-1.273489							-0.016555357				
8.825	-1.273489							-0.016555357				
8.826	-1.273489							-0.016555357				
8.827	-1.24081							-0.01613053				
8.828	-1.178722							-0.015323386				
8.829	-1.159115							-0.015068495				
8.83	-1.142775							-0.014856075				
8.831	-1.146043							-0.014898559				
8.832	-1.159115							-0.015068495				
8.833	-1.129704							-0.014686152				
8.834	-1.103561							-0.014346293				
8.835	-1.093758							-0.014218854				
8.836	-1.093758							-0.014218854				
8.837	-1.132972							-0.014728636				
8.838	-1.172186							-0.015238418				
8.839	-1.188525							-0.015450825				
8.84	-1.195061							-0.015535793				
8.841	-1.146043							-0.014898559				
8.842	-1.126436							-0.014643668				
8.843	-1.119901							-0.014558713				
8.844	-1.146043							-0.014898559				
8.845	-1.149311							-0.014941043				
8.846	-1.126436							-0.014643668				
8.847	-1.146043							-0.014898559				
8.848	-1.139508							-0.014813604				
8.849	-1.155847							-0.015026011				
8.85	-1.224471							-0.015918123				
8.851	-1.24081							-0.01613053				
8.852	-1.217936							-0.015833168				
8.853	-1.217936							-0.015833168				
8.854	-1.155847							-0.015026011				
8.855	-1.106829							-0.014388777				
8.856	-1.077419							-0.014006447				
8.857	-1.04474							-0.01358162				
8.858	-1.01533							-0.01319929				
8.859	-1.002258							-0.013029354				
8.86	-0.963044							-0.012519572				
8.861	-0.959777							-0.012477101				
8.862	-0.972848							-0.012647024				
8.863	-1.031669							-0.013411697				
8.864	-1.103561							-0.014346293				
8.865	-1.188525							-0.015450825				
8.866	-1.234275							-0.016045575				
8.867	-1.231007							-0.016003091				
8.868	-1.260417							-0.016385421				
8.869	-1.319238							-0.017150094				
8.87	-1.358452							-0.017659876				
8.871	-1.40747							-0.01829711				
8.872	-1.420541							-0.018467033				
8.873	-1.355185							-0.017617405				
8.874	-1.302899							-0.016937687				
8.875	-1.283292							-0.016682796				
8.876	-1.276757							-0.016597841				
8.877	-1.263685							-0.016427905				
8.878	-1.244078							-0.016173014				
8.879	-1.231007							-0.016003091				
8.88	-1.172186							-0.015238418				
8.881	-1.119901							-0.014558713				
8.882	-1.146043							-0.014898559				
8.883	-1.119901							-0.014558713				
8.884	-1.103561							-0.014346293				
8.885	-1.087222							-0.014133886				
8.886	-1.031669							-0.013411697				
8.887	-1.028401							-0.013369213				
8.888	-1.038205							-0.013496665				
8.889	-1.051276							-0.013666588				
8.89	-1.119901							-0.014558713				
8.891	-1.149311							-0.014941043				
8.892	-1.149311							-0.014941043				
8.893	-1.146043							-0.014898559				
8.894	-1.172186							-0.015238418				
8.895	-1.2114							-0.0157482				
8.896	-1.263685							-0.016427905				
8.897	-1.28656							-0.01672528				
8.898	-1.266953							-0.016470389				
8.899	-1.198329							-0.015578277				
8.9	-1.172186							-0.015238418				
8.901	-1.152579							-0.014983527				
8.902	-1.132972							-0.014728636				
8.903	-1.132972							-0.014728636				
8.904	-1.093758							-0.014218854				
8.905	-1.041473							-0.013539149				
8.906	-1.025133							-0.013326729				
8.907	-1.008794							-0.013114322				
8.908	-1.048008							-0.013624104				
8.909	-1.100294							-0.014303822				
8.91	-1.080687							-0.014048931				
8.911	-1.080687							-0.014048931				
8.912	-1.093758							-0.014218854				
8.913	-1.067615							-0.013878995				
8.914	-1.080687							-0.014048931				
8.915	-1.074151							-0.013963963				
8.916	-1.080687							-0.014048931				
8.917	-1.106829							-0.014388777				
8.918	-1.146043							-0.014898559				
8.919	-1.168918							-0.015195934				
8.92	-1.185257							-0.015408341				
8.921	-1.208132							-0.015705716				
8.922	-1.221203							-0.015875639				
8.923	-1.247346							-0.016215498				
8.924	-1.263685							-0.016427905				
8.925	-1.227739							-0.015960607				
8.926	-1.178722							-0.015323386				
8.927	-1.168918							-0.015195934				
8.928	-1.119901							-0.014558713				
8.929	-1.100294							-0.014303822				
8.93	-1.110097							-0.014431261				
8.931	-1.123168							-0.014601184				
8.932	-1.146043							-0.014898559				
8.933	-1.13624							-0.01477112				
8.934	-1.159115							-0.015068495				
8.935	-1.2114							-0.0157482				
8.936	-1.276757							-0.016597841				
8.937	-1.315971							-0.017107623				
8.938	-1.335578							-0.017362514				
8.939	-1.306167							-0.016980171				
8.94	-1.263685							-0.016427905				
8.941	-1.237543							-0.016088059				
8.942	-1.208132							-0.015705716				
8.943	-1.181989							-0.015365857				
8.944	-1.142775							-0.014856075				
8.945	-1.129704							-0.014686152				
8.946	-1.119901							-0.014558713				
8.947	-1.113365							-0.014473745				
8.948	-1.146043							-0.014898559				
8.949	-1.185257							-0.015408341				
8.95	-1.214668							-0.015790684				
8.951	-1.201596							-0.015620748				
8.952	-1.13624							-0.01477112				
8.953	-1.113365							-0.014473745				
8.954	-1.097026							-0.014261338				
8.955	-1.064347							-0.013836511				
8.956	-1.087222							-0.014133886				
8.957	-1.080687							-0.014048931				
8.958	-1.054544							-0.013709072				
8.959	-1.067615							-0.013878995				
8.96	-1.100294							-0.014303822				
8.961	-1.159115							-0.015068495				
8.962	-1.221203							-0.015875639				
8.963	-1.260417							-0.016385421				
8.964	-1.296364							-0.016852732				
8.965	-1.260417							-0.016385421				
8.966	-1.208132							-0.015705716				
8.967	-1.188525							-0.015450825				
8.968	-1.159115							-0.015068495				
8.969	-1.123168							-0.014601184				
8.97	-1.123168							-0.014601184				
8.971	-1.113365							-0.014473745				
8.972	-1.067615							-0.013878995				
8.973	-1.028401							-0.013369213				
8.974	-1.06108							-0.01379404				
8.975	-1.083954							-0.014091402				
8.976	-1.103561							-0.014346293				
8.977	-1.16565							-0.01515345				
8.978	-1.172186							-0.015238418				
8.979	-1.155847							-0.015026011				
8.98	-1.178722							-0.015323386				
8.981	-1.172186							-0.015238418				
8.982	-1.175454							-0.015280902				
8.983	-1.2114							-0.0157482				
8.984	-1.2114							-0.0157482				
8.985	-1.221203							-0.015875639				
8.986	-1.181989							-0.015365857				
8.987	-1.155847							-0.015026011				
8.988	-1.231007							-0.016003091				
8.989	-1.250614							-0.016257982				
8.99	-1.266953							-0.016470389				
8.991	-1.309435							-0.017022655				
8.992	-1.25715							-0.01634295				
8.993	-1.191793							-0.015493309				
8.994	-1.195061							-0.015535793				
8.995	-1.191793							-0.015493309				
8.996	-1.191793							-0.015493309				
8.997	-1.172186							-0.015238418				
8.998	-1.175454							-0.015280902				
8.999	-1.172186							-0.015238418				
9	-1.172186							-0.015238418				
9.001	-1.2114							-0.0157482				
9.002	-1.270221							-0.016512873				
9.003	-1.289828							-0.016767764				
9.004	-1.270221							-0.016512873				
9.005	-1.227739							-0.015960607				
9.006	-1.178722							-0.015323386				
9.007	-1.149311							-0.014941043				
9.008	-1.178722							-0.015323386				
9.009	-1.2114							-0.0157482				
9.01	-1.198329							-0.015578277				
9.011	-1.178722							-0.015323386				
9.012	-1.172186							-0.015238418				
9.013	-1.152579							-0.014983527				
9.014	-1.172186							-0.015238418				
9.015	-1.188525							-0.015450825				
9.016	-1.201596							-0.015620748				
9.017	-1.227739							-0.015960607				
9.018	-1.181989							-0.015365857				
9.019	-1.132972							-0.014728636				
9.02	-1.129704							-0.014686152				
9.021	-1.083954							-0.014091402				
9.022	-1.064347							-0.013836511				
9.023	-1.09049							-0.01417637				
9.024	-1.083954							-0.014091402				
9.025	-1.080687							-0.014048931				
9.026	-1.106829							-0.014388777				
9.027	-1.149311							-0.014941043				
9.028	-1.188525							-0.015450825				
9.029	-1.244078							-0.016173014				
9.03	-1.266953							-0.016470389				
9.031	-1.253882							-0.016300466				
9.032	-1.221203							-0.015875639				
9.033	-1.178722							-0.015323386				
9.034	-1.159115							-0.015068495				
9.035	-1.175454							-0.015280902				
9.036	-1.155847							-0.015026011				
9.037	-1.149311							-0.014941043				
9.038	-1.139508							-0.014813604				
9.039	-1.103561							-0.014346293				
9.04	-1.083954							-0.014091402				
9.041	-1.106829							-0.014388777				
9.042	-1.129704							-0.014686152				
9.043	-1.126436							-0.014643668				
9.044	-1.139508							-0.014813604				
9.045	-1.123168							-0.014601184				
9.046	-1.116633							-0.014516229				
9.047	-1.126436							-0.014643668				
9.048	-1.175454							-0.015280902				
9.049	-1.198329							-0.015578277				
9.05	-1.16565							-0.01515345				
9.051	-1.142775							-0.014856075				
9.052	-1.119901							-0.014558713				
9.053	-1.126436							-0.014643668				
9.054	-1.16565							-0.01515345				
9.055	-1.178722							-0.015323386				
9.056	-1.185257							-0.015408341				
9.057	-1.16565							-0.01515345				
9.058	-1.116633							-0.014516229				
9.059	-1.106829							-0.014388777				
9.06	-1.09049							-0.01417637				
9.061	-1.103561							-0.014346293				
9.062	-1.13624							-0.01477112				
9.063	-1.149311							-0.014941043				
9.064	-1.13624							-0.01477112				
9.065	-1.116633							-0.014516229				
9.066	-1.123168							-0.014601184				
9.067	-1.168918							-0.015195934				
9.068	-1.149311							-0.014941043				
9.069	-1.168918							-0.015195934				
9.07	-1.2114							-0.0157482				
9.071	-1.217936							-0.015833168				
9.072	-1.250614							-0.016257982				
9.073	-1.338845							-0.017404985				
9.074	-1.378059							-0.017914767				
9.075	-1.404202							-0.018254626				
9.076	-1.443416							-0.018764408				
9.077	-1.400934							-0.018212142				
9.078	-1.342113							-0.017447469				
9.079	-1.273489							-0.016555357				
9.08	-1.234275							-0.016045575				
9.081	-1.181989							-0.015365857				
9.082	-1.16565							-0.01515345				
9.083	-1.139508							-0.014813604				
9.084	-1.074151							-0.013963963				
9.085	-1.025133							-0.013326729				
9.086	-1.018598							-0.013241774				
9.087	-0.989187							-0.012859431				
9.088	-1.01533							-0.01319929				
9.089	-1.038205							-0.013496665				
9.09	-1.04474							-0.01358162				
9.091	-1.093758							-0.014218854				
9.092	-1.106829							-0.014388777				
9.093	-1.113365							-0.014473745				
9.094	-1.155847							-0.015026011				
9.095	-1.129704							-0.014686152				
9.096	-1.129704							-0.014686152				
9.097	-1.16565							-0.01515345				
9.098	-1.16565							-0.01515345				
9.099	-1.178722							-0.015323386				
9.1	-1.217936							-0.015833168				
9.101	-1.214668							-0.015790684				
9.102	-1.201596							-0.015620748				
9.103	-1.172186							-0.015238418				
9.104	-1.162382							-0.015110966				
9.105	-1.152579							-0.014983527				
9.106	-1.155847							-0.015026011				
9.107	-1.195061							-0.015535793				
9.108	-1.208132							-0.015705716				
9.109	-1.188525							-0.015450825				
9.11	-1.198329							-0.015578277				
9.111	-1.181989							-0.015365857				
9.112	-1.175454							-0.015280902				
9.113	-1.172186							-0.015238418				
9.114	-1.201596							-0.015620748				
9.115	-1.181989							-0.015365857				
9.116	-1.110097							-0.014431261				
9.117	-1.093758							-0.014218854				
9.118	-1.093758							-0.014218854				
9.119	-1.06108							-0.01379404				
9.12	-1.113365							-0.014473745				
9.121	-1.13624							-0.01477112				
9.122	-1.129704							-0.014686152				
9.123	-1.188525							-0.015450825				
9.124	-1.217936							-0.015833168				
9.125	-1.227739							-0.015960607				
9.126	-1.289828							-0.016767764				
9.127	-1.309435							-0.017022655				
9.128	-1.280024							-0.016640312				
9.129	-1.28656							-0.01672528				
9.13	-1.260417							-0.016385421				
9.131	-1.224471							-0.015918123				
9.132	-1.224471							-0.015918123				
9.133	-1.231007							-0.016003091				
9.134	-1.217936							-0.015833168				
9.135	-1.217936							-0.015833168				
9.136	-1.198329							-0.015578277				
9.137	-1.142775							-0.014856075				
9.138	-1.103561							-0.014346293				
9.139	-1.09049							-0.01417637				
9.14	-1.054544							-0.013709072				
9.141	-1.041473							-0.013539149				
9.142	-1.054544							-0.013709072				
9.143	-1.051276							-0.013666588				
9.144	-1.064347							-0.013836511				
9.145	-1.100294							-0.014303822				
9.146	-1.129704							-0.014686152				
9.147	-1.175454							-0.015280902				
9.148	-1.204864							-0.015663232				
9.149	-1.214668							-0.015790684				
9.15	-1.198329							-0.015578277				
9.151	-1.201596							-0.015620748				
9.152	-1.253882							-0.016300466				
9.153	-1.309435							-0.017022655				
9.154	-1.364988							-0.017744844				
9.155	-1.351917							-0.017574921				
9.156	-1.302899							-0.016937687				
9.157	-1.253882							-0.016300466				
9.158	-1.221203							-0.015875639				
9.159	-1.2114							-0.0157482				
9.16	-1.217936							-0.015833168				
9.161	-1.2114							-0.0157482				
9.162	-1.172186							-0.015238418				
9.163	-1.113365							-0.014473745				
9.164	-1.09049							-0.01417637				
9.165	-1.126436							-0.014643668				
9.166	-1.113365							-0.014473745				
9.167	-1.097026							-0.014261338				
9.168	-1.097026							-0.014261338				
9.169	-1.048008							-0.013624104				
9.17	-1.01533							-0.01319929				
9.171	-1.028401							-0.013369213				
9.172	-1.041473							-0.013539149				
